	3156	3173	420	2863	188	8820	146	415	140	412	122	8730	164	3164	3040	3160	116	8718	165	190	2824	407	3180	142	3191	177	1585	135	136	1586	187	1750	119	120	2723	3186	394	3179	154	395	159	401	111	173	144	2826	178	3041	3131	172	3185	138	183	2866	3192	10924	3142	419	2731	3158	1587	3039	3193	141	8625	143	186	1583	3187	8719	3175	4	3162	2883	418	3129	3	118	139	1584	166	2714	149	2963	147	157	3154	8727	2729	2718	3188	3194
3156	0.967032967033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3173	0.0	0.989010989011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
420	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2863	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
188	0.0	0.0	0.0	0.0	0.791208791209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.010989010989	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.010989010989	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.010989010989	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.010989010989	0.010989010989	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.010989010989
8820	0.0	0.0	0.0	0.0	0.010989010989	0.692307692308	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.010989010989	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.010989010989	0.0	0.0	0.010989010989	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.010989010989	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.010989010989	0.010989010989	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.010989010989	0.010989010989
146	0.0	0.0	0.0	0.0	0.0	0.0	0.978021978022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010989010989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
415	0.010989010989	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.010989010989	0.384615384615	0.010989010989	0.010989010989	0.0	0.010989010989	0.010989010989	0.010989010989	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.0	0.010989010989	0.010989010989	0.0	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.0	0.0	0.010989010989	0.010989010989	0.0	0.010989010989	0.0	0.010989010989	0.010989010989	0.010989010989	0.010989010989	0.010989010989	0.0	0.010989010989	0.0	0.010989010989	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.010989010989	0.010989010989	0.0	0.010989010989	0.0	0.010989010989	0.0	0.0	0.0	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.010989010989	0.0	0.010989010989	0.010989010989	0.0	0.010989010989	0.0	0.010989010989	0.0	0.010989010989	0.0	0.0	0.010989010989	0.010989010989	0.010989010989	0.010989010989	0.0	0.010989010989	0.010989010989	0.010989010989	0.0	0.010989010989	0.010989010989	0.0	0.0	0.010989010989	0.0	0.010989010989	0.010989010989
140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
